,image,steering,is_flipped,random_shift,is_shift
144, IMG/left_2016_12_01_13_32_51_538.jpg,0.35873960000000005,False,0,False
146,IMG/center_2016_12_01_13_32_51_538.jpg,0.1287396,False,0,False
147, IMG/left_2016_12_01_13_32_51_639.jpg,0.4448564,False,0,False
148, IMG/right_2016_12_01_13_32_51_639.jpg,-0.015143600000000035,False,0,False
149,IMG/center_2016_12_01_13_32_51_639.jpg,0.21485639999999998,False,0,False
150, IMG/left_2016_12_01_13_32_51_740.jpg,0.4448564,False,0,False
151, IMG/right_2016_12_01_13_32_51_740.jpg,-0.015143600000000035,False,0,False
152,IMG/center_2016_12_01_13_32_51_740.jpg,0.21485639999999998,False,0,False
154, IMG/right_2016_12_01_13_32_52_350.jpg,-0.31824026,False,0,False
156, IMG/left_2016_12_01_13_32_52_450.jpg,-0.0006556000000000062,False,0,False
157, IMG/right_2016_12_01_13_32_52_450.jpg,-0.46065560000000005,False,0,False
159, IMG/left_2016_12_01_13_32_52_551.jpg,-0.0006556000000000062,False,0,False
160, IMG/right_2016_12_01_13_32_52_551.jpg,-0.46065560000000005,False,0,False
163, IMG/right_2016_12_01_13_32_52_652.jpg,-0.38470079999999995,False,0,False
166, IMG/right_2016_12_01_13_32_52_753.jpg,-0.3087459,False,0,False
167,IMG/center_2016_12_01_13_32_52_753.jpg,-0.0787459,False,0,False
169, IMG/right_2016_12_01_13_32_52_955.jpg,-0.23,False,0,False
171, IMG/left_2016_12_01_13_32_53_055.jpg,0.27262284000000003,False,0,False
172, IMG/right_2016_12_01_13_32_53_055.jpg,-0.18737716000000001,False,0,False
174, IMG/left_2016_12_01_13_32_53_156.jpg,0.38744520000000005,False,0,False
175, IMG/right_2016_12_01_13_32_53_156.jpg,-0.07255479999999997,False,0,False
177, IMG/left_2016_12_01_13_32_53_257.jpg,0.3778767,False,0,False
180, IMG/left_2016_12_01_13_32_53_357.jpg,0.4065823,False,0,False
183, IMG/left_2016_12_01_13_32_53_459.jpg,0.48313059999999997,False,0,False
184, IMG/right_2016_12_01_13_32_53_459.jpg,0.023130599999999973,False,0,False
185,IMG/center_2016_12_01_13_32_53_459.jpg,0.2531306,False,0,False
187, IMG/right_2016_12_01_13_32_53_764.jpg,-0.36571200000000004,False,0,False
188,IMG/center_2016_12_01_13_32_53_764.jpg,-0.135712,False,0,False
189, IMG/left_2016_12_01_13_32_53_865.jpg,-0.048127400000000015,False,0,False
190, IMG/right_2016_12_01_13_32_53_865.jpg,-0.5081274,False,0,False
191,IMG/center_2016_12_01_13_32_53_865.jpg,-0.2781274,False,0,False
192, IMG/left_2016_12_01_13_32_53_966.jpg,-0.09559920000000002,False,0,False
193, IMG/right_2016_12_01_13_32_53_966.jpg,-0.5555992000000001,False,0,False
194,IMG/center_2016_12_01_13_32_53_966.jpg,-0.32559920000000003,False,0,False
195, IMG/left_2016_12_01_13_32_54_067.jpg,-0.02913869999999999,False,0,False
196, IMG/right_2016_12_01_13_32_54_067.jpg,-0.48913870000000004,False,0,False
197,IMG/center_2016_12_01_13_32_54_067.jpg,-0.2591387,False,0,False
198, IMG/left_2016_12_01_13_32_54_371.jpg,0.26305431,False,0,False
199, IMG/right_2016_12_01_13_32_54_371.jpg,-0.19694569,False,0,False
201, IMG/left_2016_12_01_13_32_54_472.jpg,0.27262284000000003,False,0,False
202, IMG/right_2016_12_01_13_32_54_472.jpg,-0.18737716000000001,False,0,False
203,IMG/center_2016_12_01_13_32_54_472.jpg,0.04262284,False,0,False
204, IMG/left_2016_12_01_13_32_54_574.jpg,0.3204655,False,0,False
205, IMG/right_2016_12_01_13_32_54_574.jpg,-0.1395345,False,0,False
210, IMG/left_2016_12_01_13_32_54_775.jpg,0.47356200000000004,False,0,False
211, IMG/right_2016_12_01_13_32_54_775.jpg,0.01356199999999999,False,0,False
213, IMG/left_2016_12_01_13_32_54_875.jpg,0.49269910000000006,False,0,False
216, IMG/left_2016_12_01_13_32_54_976.jpg,0.49269910000000006,False,0,False
217, IMG/right_2016_12_01_13_32_54_976.jpg,0.03269910000000001,False,0,False
218,IMG/center_2016_12_01_13_32_54_976.jpg,0.2626991,False,0,False
219, IMG/left_2016_12_01_13_32_55_078.jpg,0.49269910000000006,False,0,False
224,IMG/center_2016_12_01_13_32_55_583.jpg,0.0,False,0,False
225, IMG/left_2016_12_01_13_32_55_786.jpg,0.16074846,False,0,False
226, IMG/right_2016_12_01_13_32_55_786.jpg,-0.29925154,False,0,False
227,IMG/center_2016_12_01_13_32_55_786.jpg,-0.06925154,False,0,False
229, IMG/right_2016_12_01_13_32_55_888.jpg,-0.29925154,False,0,False
230,IMG/center_2016_12_01_13_32_55_888.jpg,-0.06925154,False,0,False
233,IMG/center_2016_12_01_13_32_55_988.jpg,-0.06925154,False,0,False
235, IMG/right_2016_12_01_13_32_56_089.jpg,-0.29925154,False,0,False
238, IMG/right_2016_12_01_13_32_56_191.jpg,-0.28975719,False,0,False
240, IMG/left_2016_12_01_13_32_56_897.jpg,0.24391724,False,0,False
241, IMG/right_2016_12_01_13_32_56_897.jpg,-0.21608276,False,0,False
243, IMG/left_2016_12_01_13_32_56_999.jpg,0.24391724,False,0,False
244, IMG/right_2016_12_01_13_32_56_999.jpg,-0.21608276,False,0,False
245,IMG/center_2016_12_01_13_32_56_999.jpg,0.01391724,False,0,False
247, IMG/right_2016_12_01_13_32_57_101.jpg,-0.21608276,False,0,False
249, IMG/left_2016_12_01_13_32_57_203.jpg,0.3970138,False,0,False
250, IMG/right_2016_12_01_13_32_57_203.jpg,-0.06298620000000002,False,0,False
252, IMG/left_2016_12_01_13_32_57_304.jpg,0.5788158,False,0,False
254,IMG/center_2016_12_01_13_32_57_304.jpg,0.3488158,False,0,False
255, IMG/left_2016_12_01_13_32_57_405.jpg,0.5788158,False,0,False
256, IMG/right_2016_12_01_13_32_57_405.jpg,0.1188158,False,0,False
257,IMG/center_2016_12_01_13_32_57_405.jpg,0.3488158,False,0,False
258, IMG/left_2016_12_01_13_32_57_507.jpg,0.3204655,False,0,False
259, IMG/right_2016_12_01_13_32_57_507.jpg,-0.1395345,False,0,False
260,IMG/center_2016_12_01_13_32_57_507.jpg,0.09046549999999999,False,0,False
262, IMG/right_2016_12_01_13_32_57_709.jpg,-0.3467233,False,0,False
263,IMG/center_2016_12_01_13_32_57_709.jpg,-0.11672329999999999,False,0,False
264, IMG/left_2016_12_01_13_32_57_810.jpg,0.11327670000000002,False,0,False
265, IMG/right_2016_12_01_13_32_57_810.jpg,-0.3467233,False,0,False
266,IMG/center_2016_12_01_13_32_57_810.jpg,-0.11672329999999999,False,0,False
268, IMG/right_2016_12_01_13_32_57_912.jpg,-0.3467233,False,0,False
270, IMG/left_2016_12_01_13_32_58_012.jpg,0.11327670000000002,False,0,False
271, IMG/right_2016_12_01_13_32_58_012.jpg,-0.3467233,False,0,False
274, IMG/right_2016_12_01_13_32_58_113.jpg,-0.32773462,False,0,False
275,IMG/center_2016_12_01_13_32_58_113.jpg,-0.09773462,False,0,False
276, IMG/left_2016_12_01_13_32_58_722.jpg,0.23,False,0,False
279, IMG/left_2016_12_01_13_32_59_023.jpg,0.24391724,False,0,False
280, IMG/right_2016_12_01_13_32_59_023.jpg,-0.21608276,False,0,False
281,IMG/center_2016_12_01_13_32_59_023.jpg,0.01391724,False,0,False
286, IMG/right_2016_12_01_13_32_59_224.jpg,-0.20651423000000002,False,0,False
287,IMG/center_2016_12_01_13_32_59_224.jpg,0.02348577,False,0,False
288, IMG/left_2016_12_01_13_32_59_325.jpg,0.2917599,False,0,False
291, IMG/left_2016_12_01_13_32_59_427.jpg,0.330034,False,0,False
294, IMG/left_2016_12_01_13_32_59_527.jpg,0.330034,False,0,False
295, IMG/right_2016_12_01_13_32_59_527.jpg,-0.12996600000000003,False,0,False
297, IMG/left_2016_12_01_13_32_59_628.jpg,0.38744520000000005,False,0,False
300, IMG/left_2016_12_01_13_32_59_730.jpg,0.38744520000000005,False,0,False
305,IMG/center_2016_12_01_13_33_00_032.jpg,0.0,False,0,False
306, IMG/left_2016_12_01_13_33_01_549.jpg,0.35873960000000005,False,0,False
309, IMG/left_2016_12_01_13_33_01_649.jpg,0.35873960000000005,False,0,False
312, IMG/left_2016_12_01_13_33_01_750.jpg,0.35873960000000005,False,0,False
314,IMG/center_2016_12_01_13_33_01_750.jpg,0.1287396,False,0,False
315, IMG/left_2016_12_01_13_33_01_851.jpg,0.3970138,False,0,False
316, IMG/right_2016_12_01_13_33_01_851.jpg,-0.06298620000000002,False,0,False
317,IMG/center_2016_12_01_13_33_01_851.jpg,0.1670138,False,0,False
318, IMG/left_2016_12_01_13_33_01_951.jpg,0.3970138,False,0,False
319, IMG/right_2016_12_01_13_33_01_951.jpg,-0.06298620000000002,False,0,False
321, IMG/left_2016_12_01_13_33_02_052.jpg,0.3970138,False,0,False
323,IMG/center_2016_12_01_13_33_02_052.jpg,0.1670138,False,0,False
324, IMG/left_2016_12_01_13_33_02_153.jpg,0.3970138,False,0,False
327, IMG/left_2016_12_01_13_33_02_255.jpg,0.3970138,False,0,False
330, IMG/left_2016_12_01_13_33_02_357.jpg,0.38744520000000005,False,0,False
332,IMG/center_2016_12_01_13_33_02_357.jpg,0.15744520000000004,False,0,False
334, IMG/right_2016_12_01_13_33_02_864.jpg,-0.23,False,0,False
336, IMG/left_2016_12_01_13_33_02_966.jpg,0.24391724,False,0,False
339, IMG/left_2016_12_01_13_33_03_068.jpg,0.3970138,False,0,False
342, IMG/left_2016_12_01_13_33_03_170.jpg,0.3970138,False,0,False
343, IMG/right_2016_12_01_13_33_03_170.jpg,-0.06298620000000002,False,0,False
345, IMG/left_2016_12_01_13_33_03_271.jpg,0.3970138,False,0,False
348, IMG/left_2016_12_01_13_33_03_371.jpg,0.3970138,False,0,False
349, IMG/right_2016_12_01_13_33_03_371.jpg,-0.06298620000000002,False,0,False
351, IMG/left_2016_12_01_13_33_03_473.jpg,0.3970138,False,0,False
354, IMG/left_2016_12_01_13_33_03_574.jpg,0.38744520000000005,False,0,False
355, IMG/right_2016_12_01_13_33_03_574.jpg,-0.07255479999999997,False,0,False
356,IMG/center_2016_12_01_13_33_03_574.jpg,0.15744520000000004,False,0,False
357, IMG/left_2016_12_01_13_33_04_588.jpg,0.35873960000000005,False,0,False
358, IMG/right_2016_12_01_13_33_04_588.jpg,-0.1012604,False,0,False
360, IMG/left_2016_12_01_13_33_04_689.jpg,0.35873960000000005,False,0,False
361, IMG/right_2016_12_01_13_33_04_689.jpg,-0.1012604,False,0,False
362,IMG/center_2016_12_01_13_33_04_689.jpg,0.1287396,False,0,False
363, IMG/left_2016_12_01_13_33_04_789.jpg,0.35873960000000005,False,0,False
366, IMG/left_2016_12_01_13_33_04_891.jpg,0.35873960000000005,False,0,False
368,IMG/center_2016_12_01_13_33_04_891.jpg,0.1287396,False,0,False
369, IMG/left_2016_12_01_13_33_04_992.jpg,0.35873960000000005,False,0,False
370, IMG/right_2016_12_01_13_33_04_992.jpg,-0.1012604,False,0,False
371,IMG/center_2016_12_01_13_33_04_992.jpg,0.1287396,False,0,False
372, IMG/left_2016_12_01_13_33_05_092.jpg,0.35873960000000005,False,0,False
374,IMG/center_2016_12_01_13_33_05_092.jpg,0.1287396,False,0,False
375, IMG/left_2016_12_01_13_33_05_194.jpg,0.35873960000000005,False,0,False
376, IMG/right_2016_12_01_13_33_05_194.jpg,-0.1012604,False,0,False
377,IMG/center_2016_12_01_13_33_05_194.jpg,0.1287396,False,0,False
378, IMG/left_2016_12_01_13_33_05_295.jpg,0.35873960000000005,False,0,False
379, IMG/right_2016_12_01_13_33_05_295.jpg,-0.1012604,False,0,False
380,IMG/center_2016_12_01_13_33_05_295.jpg,0.1287396,False,0,False
381, IMG/left_2016_12_01_13_33_05_396.jpg,0.38744520000000005,False,0,False
387, IMG/left_2016_12_01_13_33_05_599.jpg,0.4065823,False,0,False
390, IMG/left_2016_12_01_13_33_05_701.jpg,0.4065823,False,0,False
391, IMG/right_2016_12_01_13_33_05_701.jpg,-0.05341770000000001,False,0,False
393, IMG/left_2016_12_01_13_33_05_802.jpg,0.4065823,False,0,False
396, IMG/left_2016_12_01_13_33_05_903.jpg,0.4065823,False,0,False
398,IMG/center_2016_12_01_13_33_05_903.jpg,0.1765823,False,0,False
399, IMG/left_2016_12_01_13_33_06_005.jpg,0.4065823,False,0,False
402, IMG/left_2016_12_01_13_33_06_108.jpg,0.3778767,False,0,False
404,IMG/center_2016_12_01_13_33_06_108.jpg,0.1478767,False,0,False
405, IMG/left_2016_12_01_13_33_06_209.jpg,0.35873960000000005,False,0,False
407,IMG/center_2016_12_01_13_33_06_209.jpg,0.1287396,False,0,False
410,IMG/center_2016_12_01_13_33_06_310.jpg,0.1287396,False,0,False
411, IMG/left_2016_12_01_13_33_06_411.jpg,0.35873960000000005,False,0,False
415, IMG/right_2016_12_01_13_33_06_512.jpg,-0.1012604,False,0,False
417, IMG/left_2016_12_01_13_33_07_022.jpg,0.23,False,0,False
419,IMG/center_2016_12_01_13_33_07_022.jpg,0.0,False,0,False
420, IMG/left_2016_12_01_13_33_08_039.jpg,0.47356200000000004,False,0,False
421, IMG/right_2016_12_01_13_33_08_039.jpg,0.01356199999999999,False,0,False
423, IMG/left_2016_12_01_13_33_08_142.jpg,0.47356200000000004,False,0,False
425,IMG/center_2016_12_01_13_33_08_142.jpg,0.243562,False,0,False
426, IMG/left_2016_12_01_13_33_08_244.jpg,0.4639935,False,0,False
427, IMG/right_2016_12_01_13_33_08_244.jpg,0.003993499999999983,False,0,False
428,IMG/center_2016_12_01_13_33_08_244.jpg,0.2339935,False,0,False
429, IMG/left_2016_12_01_13_33_08_346.jpg,0.47356200000000004,False,0,False
430, IMG/right_2016_12_01_13_33_08_346.jpg,0.01356199999999999,False,0,False
431,IMG/center_2016_12_01_13_33_08_346.jpg,0.243562,False,0,False
432, IMG/left_2016_12_01_13_33_08_447.jpg,0.4639935,False,0,False
433, IMG/right_2016_12_01_13_33_08_447.jpg,0.003993499999999983,False,0,False
435, IMG/left_2016_12_01_13_33_08_548.jpg,0.4448564,False,0,False
437,IMG/center_2016_12_01_13_33_08_548.jpg,0.21485639999999998,False,0,False
438, IMG/left_2016_12_01_13_33_08_649.jpg,0.3204655,False,0,False
439, IMG/right_2016_12_01_13_33_08_649.jpg,-0.1395345,False,0,False
441, IMG/left_2016_12_01_13_33_09_562.jpg,0.23434871100000002,False,0,False
442, IMG/right_2016_12_01_13_33_09_562.jpg,-0.225651289,False,0,False
443,IMG/center_2016_12_01_13_33_09_562.jpg,0.004348711,False,0,False
446,IMG/center_2016_12_01_13_33_09_662.jpg,0.05219137,False,0,False
447, IMG/left_2016_12_01_13_33_09_765.jpg,0.28219137,False,0,False
448, IMG/right_2016_12_01_13_33_09_765.jpg,-0.17780863000000002,False,0,False
449,IMG/center_2016_12_01_13_33_09_765.jpg,0.05219137,False,0,False
455,IMG/center_2016_12_01_13_33_09_970.jpg,0.05219137,False,0,False
456, IMG/left_2016_12_01_13_33_10_071.jpg,0.28219137,False,0,False
457, IMG/right_2016_12_01_13_33_10_071.jpg,-0.17780863000000002,False,0,False
458,IMG/center_2016_12_01_13_33_10_071.jpg,0.05219137,False,0,False
459, IMG/left_2016_12_01_13_33_10_173.jpg,0.3491711,False,0,False
460, IMG/right_2016_12_01_13_33_10_173.jpg,-0.11082890000000001,False,0,False
462, IMG/left_2016_12_01_13_33_10_276.jpg,0.35873960000000005,False,0,False
463, IMG/right_2016_12_01_13_33_10_276.jpg,-0.1012604,False,0,False
464,IMG/center_2016_12_01_13_33_10_276.jpg,0.1287396,False,0,False
465, IMG/left_2016_12_01_13_33_10_377.jpg,0.35873960000000005,False,0,False
468, IMG/left_2016_12_01_13_33_10_479.jpg,0.35873960000000005,False,0,False
469, IMG/right_2016_12_01_13_33_10_479.jpg,-0.1012604,False,0,False
470,IMG/center_2016_12_01_13_33_10_479.jpg,0.1287396,False,0,False
471, IMG/left_2016_12_01_13_33_10_579.jpg,0.35873960000000005,False,0,False
472, IMG/right_2016_12_01_13_33_10_579.jpg,-0.1012604,False,0,False
473,IMG/center_2016_12_01_13_33_10_579.jpg,0.1287396,False,0,False
474, IMG/left_2016_12_01_13_33_10_682.jpg,0.3204655,False,0,False
475, IMG/right_2016_12_01_13_33_10_682.jpg,-0.1395345,False,0,False
476,IMG/center_2016_12_01_13_33_10_682.jpg,0.09046549999999999,False,0,False
478, IMG/right_2016_12_01_13_33_11_491.jpg,-0.23,False,0,False
479,IMG/center_2016_12_01_13_33_11_491.jpg,0.0,False,0,False
480, IMG/left_2016_12_01_13_33_11_591.jpg,0.23,False,0,False
482,IMG/center_2016_12_01_13_33_11_591.jpg,0.0,False,0,False
483, IMG/left_2016_12_01_13_33_13_011.jpg,0.42571939999999997,False,0,False
485,IMG/center_2016_12_01_13_33_13_011.jpg,0.1957194,False,0,False
486, IMG/left_2016_12_01_13_33_13_113.jpg,0.3204655,False,0,False
487, IMG/right_2016_12_01_13_33_13_113.jpg,-0.1395345,False,0,False
492, IMG/left_2016_12_01_13_33_14_331.jpg,0.5022676,False,0,False
494,IMG/center_2016_12_01_13_33_14_331.jpg,0.2722676,False,0,False
495, IMG/left_2016_12_01_13_33_14_433.jpg,0.5788158,False,0,False
496, IMG/right_2016_12_01_13_33_14_433.jpg,0.1188158,False,0,False
497,IMG/center_2016_12_01_13_33_14_433.jpg,0.3488158,False,0,False
498, IMG/left_2016_12_01_13_33_14_534.jpg,0.5788158,False,0,False
500,IMG/center_2016_12_01_13_33_14_534.jpg,0.3488158,False,0,False
503,IMG/center_2016_12_01_13_33_14_636.jpg,0.09046549999999999,False,0,False
507, IMG/left_2016_12_01_13_33_15_140.jpg,0.23,False,0,False
508, IMG/right_2016_12_01_13_33_15_140.jpg,-0.23,False,0,False
509,IMG/center_2016_12_01_13_33_15_140.jpg,0.0,False,0,False
510, IMG/left_2016_12_01_13_33_15_544.jpg,0.07529920000000004,False,0,False
511, IMG/right_2016_12_01_13_33_15_544.jpg,-0.38470079999999995,False,0,False
513, IMG/left_2016_12_01_13_33_15_644.jpg,0.07529920000000004,False,0,False
514, IMG/right_2016_12_01_13_33_15_644.jpg,-0.38470079999999995,False,0,False
516, IMG/left_2016_12_01_13_33_15_746.jpg,0.07529920000000004,False,0,False
517, IMG/right_2016_12_01_13_33_15_746.jpg,-0.38470079999999995,False,0,False
518,IMG/center_2016_12_01_13_33_15_746.jpg,-0.15470079999999997,False,0,False
522, IMG/left_2016_12_01_13_33_16_555.jpg,0.38744520000000005,False,0,False
525, IMG/left_2016_12_01_13_33_16_655.jpg,0.36830820000000003,False,0,False
526, IMG/right_2016_12_01_13_33_16_655.jpg,-0.09169179999999999,False,0,False
527,IMG/center_2016_12_01_13_33_16_655.jpg,0.13830820000000002,False,0,False
528, IMG/left_2016_12_01_13_33_16_755.jpg,0.24391724,False,0,False
529, IMG/right_2016_12_01_13_33_16_755.jpg,-0.21608276,False,0,False
531, IMG/left_2016_12_01_13_33_17_971.jpg,0.3491711,False,0,False
532, IMG/right_2016_12_01_13_33_17_971.jpg,-0.11082890000000001,False,0,False
533,IMG/center_2016_12_01_13_33_17_971.jpg,0.1191711,False,0,False
534, IMG/left_2016_12_01_13_33_18_073.jpg,0.38744520000000005,False,0,False
536,IMG/center_2016_12_01_13_33_18_073.jpg,0.15744520000000004,False,0,False
538, IMG/right_2016_12_01_13_33_18_173.jpg,-0.07255479999999997,False,0,False
539,IMG/center_2016_12_01_13_33_18_173.jpg,0.15744520000000004,False,0,False
540, IMG/left_2016_12_01_13_33_18_273.jpg,0.36830820000000003,False,0,False
542,IMG/center_2016_12_01_13_33_18_273.jpg,0.13830820000000002,False,0,False
543, IMG/left_2016_12_01_13_33_18_375.jpg,0.35873960000000005,False,0,False
546, IMG/left_2016_12_01_13_33_19_887.jpg,0.23,False,0,False
547, IMG/right_2016_12_01_13_33_19_887.jpg,-0.23,False,0,False
550, IMG/right_2016_12_01_13_33_20_395.jpg,-0.28026283,False,0,False
551,IMG/center_2016_12_01_13_33_20_395.jpg,-0.05026283,False,0,False
553, IMG/right_2016_12_01_13_33_20_497.jpg,-0.31824026,False,0,False
555, IMG/left_2016_12_01_13_33_20_597.jpg,0.14175974000000002,False,0,False
556, IMG/right_2016_12_01_13_33_20_597.jpg,-0.31824026,False,0,False
557,IMG/center_2016_12_01_13_33_20_597.jpg,-0.08824026,False,0,False
558, IMG/left_2016_12_01_13_33_20_697.jpg,0.14175974000000002,False,0,False
559, IMG/right_2016_12_01_13_33_20_697.jpg,-0.31824026,False,0,False
562, IMG/right_2016_12_01_13_33_20_797.jpg,-0.29925154,False,0,False
563,IMG/center_2016_12_01_13_33_20_797.jpg,-0.06925154,False,0,False
568, IMG/right_2016_12_01_13_33_21_404.jpg,-0.23,False,0,False
569,IMG/center_2016_12_01_13_33_21_404.jpg,0.0,False,0,False
570, IMG/left_2016_12_01_13_33_21_607.jpg,0.35873960000000005,False,0,False
572,IMG/center_2016_12_01_13_33_21_607.jpg,0.1287396,False,0,False
573, IMG/left_2016_12_01_13_33_21_708.jpg,0.3970138,False,0,False
576, IMG/left_2016_12_01_13_33_21_808.jpg,0.3970138,False,0,False
579, IMG/left_2016_12_01_13_33_21_909.jpg,0.3970138,False,0,False
582, IMG/left_2016_12_01_13_33_22_011.jpg,0.31089697,False,0,False
583, IMG/right_2016_12_01_13_33_22_011.jpg,-0.14910303000000003,False,0,False
584,IMG/center_2016_12_01_13_33_22_011.jpg,0.08089697,False,0,False
585, IMG/left_2016_12_01_13_33_23_124.jpg,0.23,False,0,False
589, IMG/right_2016_12_01_13_33_23_732.jpg,-0.23,False,0,False
590,IMG/center_2016_12_01_13_33_23_732.jpg,0.0,False,0,False
592, IMG/right_2016_12_01_13_33_24_135.jpg,-0.23,False,0,False
